TERREADELI LATITUDE    -66.65    LONGITUDE     140       ALTITUDE    32 M
TERREADELI INSTRUMENT   9-NM-64  NEUTRON MONITOR	
TERREADELI STANDARD PRESSURE    740     MMHG   COEFFICIENT   -0.99     % / MMHG
TERREADELI PRE-INCREASE BASELINE TIME INTERVAL    031028    100000-110000   UT
TERREADELI PRE-INCREASE AVERAGE COUNTING RATE     98.11      COUNTS PER SECOND
TERREADELI TIME INTERVALS    300      
TERREADELI SCALE FACTORS     1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S    (MMHG)     C/S
TERREADELI 031028 300  034500-035000   10      90.47  750.8    100.60     2.50    -9999
TERREADELI 031028 300  035000-035500   10      90.93  750.7    100.93     2.90    -9999
TERREADELI 031028 300  035500-040000   10      91.60  750.8    101.87     3.80    -9999
TERREADELI 031028 300  040000-040500   10      90.87  750.9    101.13     3.10    -9999
TERREADELI 031028 300  040500-041000   10      92.33  750.8    102.67     4.60    -9999
TERREADELI 031028 300  041000-041500   10      92.33  750.9    102.73     4.70    -9999
TERREADELI 031028 300  041500-042000   10      91.33  750.9    101.67     3.60    -9999
TERREADELI 031028 300  042000-042500   10      91.53  751.0    102.00     4.00    -9999
TERREADELI 031028 300  042500-043000   10      91.80  751.0    102.33     4.30    -9999
TERREADELI 031028 300  043000-043500   10      91.47  751.0    101.87     3.80    -9999
TERREADELI 031028 300  043500-044000   10      90.47  751.0    100.80     2.70    -9999
TERREADELI 031028 300  044000-044500   10      90.53  751.1    101.00     2.90    -9999
TERREADELI 031028 300  044500-045000   10      91.00  751.1    101.53     3.50    -9999
TERREADELI 031028 300  045000-045500   10      91.53  751.2    102.13     4.10    -9999
TERREADELI 031028 300  045500-050000   10      90.60  751.2    101.13     3.10    -9999
TERREADELI 031028 300  050000-050500   10      90.40  751.2    100.87     2.80    -9999
TERREADELI 031028 300  050500-051000   10      90.00  751.2    100.47     2.40    -9999
TERREADELI 031028 300  051000-051500   10      90.20  751.2    100.67     2.60    -9999
TERREADELI 031028 300  051500-052000   10      89.00  751.3     99.47     1.40    -9999
TERREADELI 031028 300  052000-052500   10      90.60  751.3    101.20     3.10    -9999
TERREADELI 031028 300  052500-053000   10      91.47  751.4    102.27     4.20    -9999
TERREADELI 031028 300  053000-053500   10      91.33  751.4    102.13     4.10    -9999
TERREADELI 031028 300  053500-054000   10      90.93  751.4    101.73     3.70    -9999
TERREADELI 031028 300  054000-054500   10      89.67  751.6    100.47     2.40    -9999
TERREADELI 031028 300  054500-055000   10      88.93  751.6     99.67     1.60    -9999
TERREADELI 031028 300  055000-055500   10      88.60  751.6     99.27     1.20    -9999
TERREADELI 031028 300  055500-060000   10      88.13  751.5     98.67     0.60    -9999
TERREADELI 031028 300  060000-060500   10      89.60  751.5    100.33     2.30    -9999
TERREADELI 031028 300  060500-061000   10      89.93  751.6    100.73     2.70    -9999
TERREADELI 031028 300  061000-061500   10      90.13  751.6    101.00     2.90    -9999
TERREADELI 031028 300  061500-062000   10      89.27  751.6    100.07     2.00    -9999
TERREADELI 031028 300  062000-062500   10      89.47  751.6    100.27     2.20    -9999
TERREADELI 031028 300  062500-063000   10      89.80  751.6    100.60     2.50    -9999
TERREADELI 031028 300  063000-063500   10      89.60  751.6    100.40     2.30    -9999
TERREADELI 031028 300  063500-064000   10      89.00  751.6     99.73     1.70    -9999
TERREADELI 031028 300  064000-064500   10      89.87  751.6    100.73     2.70    -9999
TERREADELI 031028 300  064500-065000   10      90.67  751.7    101.73     3.70    -9999
TERREADELI 031028 300  065000-065500   10      88.87  751.7     99.67     1.60    -9999
TERREADELI 031028 300  065500-070000   10      89.80  751.9    101.00     2.90    -9999
TERREADELI 031028 300  070000-070500   10      88.80  752.0     99.87     1.80    -9999
TERREADELI 031028 300  070500-071000   10      90.40  752.0    101.73     3.70    -9999
TERREADELI 031028 300  071000-071500   10      89.80  752.0    101.07     3.00    -9999
TERREADELI 031028 300  071500-072000   10      88.33  752.0     99.40     1.30    -9999
TERREADELI 031028 300  072000-072500   10      88.60  752.1     99.80     1.70    -9999
TERREADELI 031028 300  072500-073000   10      88.13  752.1     99.20     1.10    -9999
TERREADELI 031028 300  073000-073500   10      88.13  752.1     99.27     1.20    -9999
TERREADELI 031028 300  073500-074000   10      89.00  752.1    100.20     2.10    -9999
TERREADELI 031028 300  074000-074500   10      88.60  752.1     99.80     1.70    -9999
TERREADELI 031028 300  074500-075000   10      86.20  752.2     97.13    -1.00    -9999
TERREADELI 031028 300  075000-075500   10      87.47  752.3     98.67     0.60    -9999
TERREADELI 031028 300  075500-080000   10      87.80  752.3     99.00     0.90    -9999
TERREADELI 031028 300  080000-080500   10      87.47  752.4     98.80     0.70    -9999
TERREADELI 031028 300  080500-081000   10      86.67  752.4     97.93    -0.20    -9999
TERREADELI 031028 300  081000-081500   10      87.53  752.4     98.87     0.80    -9999
TERREADELI 031028 300  081500-082000   10      88.33  752.4     99.73     1.70    -9999
TERREADELI 031028 300  082000-082500   10      87.27  752.5     98.67     0.60    -9999
TERREADELI 031028 300  082500-083000   10      87.20  752.6     98.67     0.60    -9999
TERREADELI 031028 300  083000-083500   10      85.07  752.6     96.20    -1.90    -9999
TERREADELI 031028 300  083500-084000   10      86.33  752.6     97.67    -0.40    -9999
TERREADELI 031028 300  084000-084500   10      86.60  752.6     98.00    -0.10    -9999
TERREADELI 031028 300  084500-085000   10      87.47  752.7     99.13     1.00    -9999
TERREADELI 031028 300  085000-085500   10      86.20  752.8     97.73    -0.40    -9999
TERREADELI 031028 300  085500-090000   10      87.80  752.8     99.53     1.40    -9999
TERREADELI 031028 300  090000-090500   10      86.80  752.8     98.40     0.30    -9999
TERREADELI 031028 300  090500-091000   10      87.67  752.8     99.33     1.20    -9999
TERREADELI 031028 300  091000-091500   10      86.47  752.8     98.07     0.00    -9999
TERREADELI 031028 300  091500-092000   10      87.73  752.8     99.47     1.40    -9999
TERREADELI 031028 300  092000-092500   10      86.47  752.9     98.13     0.00    -9999
TERREADELI 031028 300  092500-093000   10      86.20  753.0     97.87    -0.20    -9999
TERREADELI 031028 300  093000-093500   10      87.93  753.0     99.93     1.90    -9999
TERREADELI 031028 300  093500-094000   10      87.27  753.1     99.20     1.10    -9999
TERREADELI 031028 300  094000-094500   10      85.40  753.2     97.27    -0.90    -9999
TERREADELI 031028 300  094500-095000   10      86.67  753.3     98.73     0.60    -9999
TERREADELI 031028 300  095000-095500   10      86.60  753.4     98.80     0.70    -9999
TERREADELI 031028 300  095500-100000   10      85.93  753.4     98.00    -0.10    -9999
TERREADELI 031028 300  100000-100500   10      87.00  753.5     99.33     1.20    -9999
TERREADELI 031028 300  100500-101000   10      85.20  753.5     97.33    -0.80    -9999
TERREADELI 031028 300  101000-101500   10      86.80  753.5     99.13     1.00    -9999
TERREADELI 031028 300  101500-102000   10      85.47  753.6     97.67    -0.40    -9999
TERREADELI 031028 300  102000-102500   10      85.47  753.6     97.67    -0.40    -9999
TERREADELI 031028 300  102500-103000   10      84.47  753.7     96.60    -1.50    -9999
TERREADELI 031028 300  103000-103500   10      84.93  753.8     97.20    -0.90    -9999
TERREADELI 031028 300  103500-104000   10      84.60  753.8     96.87    -1.30    -9999
TERREADELI 031028 300  104000-104500   10      86.67  753.9     99.40     1.30    -9999
TERREADELI 031028 300  104500-105000   10      85.60  753.9     98.13     0.00    -9999
TERREADELI 031028 300  105000-105500   10      86.73  753.8     99.33     1.20    -9999
TERREADELI 031028 300  105500-110000   10      86.07  753.9     98.67     0.60    -9999
TERREADELI 031028 300  110000-110500   10      85.87  754.0     98.53     0.40     0.40
TERREADELI 031028 300  110500-111000   10      85.73  753.9     98.27     0.20     0.20
TERREADELI 031028 300  111000-111500   10      86.53  753.9     99.20     1.10     1.10
TERREADELI 031028 300  111500-112000   10      86.73  753.8     99.40     1.30     1.30
TERREADELI 031028 300  112000-112500   10      88.13  753.8    101.00     2.90     2.90
TERREADELI 031028 300  112500-113000   10      91.07  754.0    104.53     6.50     6.50
TERREADELI 031028 300  113000-113500   10      92.00  754.0    105.60     7.60     7.60
TERREADELI 031028 300  113500-114000   10      92.93  754.0    106.60     8.70     8.70
TERREADELI 031028 300  114000-114500   10      95.53  754.1    109.80    11.90    11.90
TERREADELI 031028 300  114500-115000   10      96.27  754.0    110.47    12.60    12.60
TERREADELI 031028 300  115000-115500   10      98.87  754.0    113.47    15.70    15.70
TERREADELI 031028 300  115500-120000   10     105.07  754.0    120.53    22.90    22.90
TERREADELI 031028 300  120000-120500   10     106.60  754.1    122.47    24.80    24.80
TERREADELI 031028 300  120500-121000   10     107.47  754.2    123.60    26.00    26.00
TERREADELI 031028 300  121000-121500   10     108.87  754.1    125.00    27.40    27.40
TERREADELI 031028 300  121500-122000   10     106.47  754.2    122.47    24.80    24.80
TERREADELI 031028 300  122000-122500   10     100.93  754.2    116.07    18.30    18.30
TERREADELI 031028 300  122500-123000   10      98.80  754.2    113.60    15.80    15.80
TERREADELI 031028 300  123000-123500   10     100.00  754.3    115.13    17.30    17.30
TERREADELI 031028 300  123500-124000   10      93.60  754.3    107.73     9.80     9.80
TERREADELI 031028 300  124000-124500   10      91.53  754.3    105.33     7.40     7.40
TERREADELI 031028 300  124500-125000   10      93.40  754.2    107.40     9.50     9.50
TERREADELI 031028 300  125000-125500   10      91.47  754.3    105.27     7.30     7.30
TERREADELI 031028 300  125500-130000   10      92.13  754.4    106.20     8.20     8.20
TERREADELI 031028 300  130000-130500   10      92.93  754.5    107.20     9.30     9.30
TERREADELI 031028 300  130500-131000   10      93.27  754.5    107.53     9.60     9.60
TERREADELI 031028 300  131000-131500   10      90.93  754.4    104.73     6.70     6.70
TERREADELI 031028 300  131500-132000   10      91.93  754.3    105.73     7.80     7.80
TERREADELI 031028 300  132000-132500   10      90.93  754.4    104.73     6.70     6.70
TERREADELI 031028 300  132500-133000   10      91.33  754.5    105.33     7.40     7.40
TERREADELI 031028 300  133000-133500   10      92.27  754.5    106.47     8.50     8.50
TERREADELI 031028 300  133500-134000   10      92.20  754.6    106.40     8.40     8.40
TERREADELI 031028 300  134000-134500   10      90.73  754.5    104.67     6.70     6.70
TERREADELI 031028 300  134500-135000   10      92.80  754.6    107.13     9.20     9.20
TERREADELI 031028 300  135000-135500   10      90.47  754.6    104.40     6.40     6.40
TERREADELI 031028 300  135500-140000   10      92.27  754.7    106.60     8.70     8.70
TERREADELI 031028 300  140000-140500   10      91.53  754.8    105.87     7.90     7.90
TERREADELI 031028 300  140500-141000   10      90.73  754.8    104.93     7.00     7.00
TERREADELI 031028 300  141000-141500   10      89.53  754.8    103.53     5.50     5.50
TERREADELI 031028 300  141500-142000   10      91.27  754.9    105.60     7.60     7.60
TERREADELI 031028 300  142000-142500   10      89.87  754.8    104.00     6.00     6.00
TERREADELI 031028 300  142500-143000   10      91.00  754.8    105.27     7.30     7.30
TERREADELI 031028 300  143000-143500   10      90.53  754.8    104.73     6.70     6.70
TERREADELI 031028 300  143500-144000   10      89.67  754.9    103.80     5.80     5.80
TERREADELI 031028 300  144000-144500   10      90.00  754.9    104.27     6.30     6.30
TERREADELI 031028 300  144500-145000   10      91.73  754.9    106.27     8.30     8.30
TERREADELI 031028 300  145000-145500   10      90.80  754.9    105.13     7.20     7.20
TERREADELI 031028 300  145500-150000   10      92.53  754.9    107.20     9.30     9.30
TERREADELI 031028 300  150000-150500   10      90.60  755.0    105.00     7.00     7.00
TERREADELI 031028 300  150500-151000   10      91.20  754.9    105.60     7.60     7.60
TERREADELI 031028 300  151000-151500   10      91.07  754.9    105.47     7.50     7.50
TERREADELI 031028 300  151500-152000   10      90.27  754.9    104.53     6.50     6.50
TERREADELI 031028 300  152000-152500   10      92.13  754.9    106.67     8.70     8.70
TERREADELI 031028 300  152500-153000   10      90.53  754.9    104.80     6.80     6.80
TERREADELI 031028 300  153000-153500   10      90.87  755.0    105.33     7.40     7.40
TERREADELI 031028 300  153500-154000   10      89.60  755.0    103.87     5.90     5.90
TERREADELI 031028 300  154000-154500   10      90.20  755.0    104.53     6.50     6.50
TERREADELI 031028 300  154500-155000   10      92.00  755.0    106.60     8.70     8.70
TERREADELI 031028 300  155000-155500   10      90.33  755.0    104.73     6.70     6.70
TERREADELI 031028 300  155500-160000   10      93.00  755.0    107.87     9.90     9.90
TERREADELI 031028 300  160000-160500   10      90.40  755.1    104.87     6.90     6.90
TERREADELI 031028 300  160500-161000   10      91.07  755.1    105.60     7.60     7.60
TERREADELI 031028 300  161000-161500   10      91.27  755.1    105.93     8.00     8.00
TERREADELI 031028 300  161500-162000   10      90.33  755.1    104.80     6.80     6.80
TERREADELI 031028 300  162000-162500   10      90.33  755.1    104.80     6.80     6.80
TERREADELI 031028 300  162500-163000   10      90.80  755.2    105.47     7.50     7.50
TERREADELI 031028 300  163000-163500   10      89.87  755.2    104.33     6.30     6.30
TERREADELI 031028 300  163500-164000   10      90.13  755.2    104.60     6.60     6.60
TERREADELI 031028 300  164000-164500   10      90.40  755.3    105.13     7.20     7.20
TERREADELI 031028 300  164500-165000   10      89.93  755.3    104.53     6.50     6.50
TERREADELI 031028 300  165000-165500   10      90.20  755.3    104.87     6.90     6.90
TERREADELI 031028 300  165500-170000   10      91.00  755.4    105.93     8.00     8.00
TERREADELI 031028 300  170000-170500   10      90.67  755.3    105.40     7.40     7.40
TERREADELI 031028 300  170500-171000   10      90.53  755.3    105.20     7.20     7.20
TERREADELI 031028 300  171000-171500   10      91.40  755.3    106.20     8.20     8.20
TERREADELI 031028 300  171500-172000   10      90.80  755.3    105.53     7.60     7.60
TERREADELI 031028 300  172000-172500   10      90.67  755.3    105.40     7.40     7.40
TERREADELI 031028 300  172500-173000   10      91.13  755.4    106.07     8.10     8.10
TERREADELI 031028 300  173000-173500   10      89.60  755.4    104.27     6.30     6.30
TERREADELI 031028 300  173500-174000   10      90.67  755.4    105.53     7.60     7.60
TERREADELI 031028 300  174000-174500   10      91.67  755.4    106.73     8.80     8.80
TERREADELI 031028 300  174500-175000   10      91.73  755.4    106.73     8.80     8.80
TERREADELI 031028 300  175000-175500   10      89.60  755.4    104.20     6.20     6.20
TERREADELI 031028 300  175500-180000   10      89.93  755.4    104.67     6.70     6.70
TERREADELI 031028 300  180000-180500   10      91.33  755.4    106.27     8.30     8.30
TERREADELI 031028 300  180500-181000   10      90.47  755.4    105.27     7.30     7.30
TERREADELI 031028 300  181000-181500   10      89.60  755.4    104.27     6.30     6.30
TERREADELI 031028 300  181500-182000   10      90.27  755.5    105.20     7.20     7.20
TERREADELI 031028 300  182000-182500   10      89.40  755.5    104.13     6.10     6.10
TERREADELI 031028 300  182500-183000   10      89.60  755.5    104.33     6.30     6.30
TERREADELI 031028 300  183000-183500   10      89.73  755.5    104.47     6.50     6.50
TERREADELI 031028 300  183500-184000   10      89.80  755.5    104.53     6.50     6.50
TERREADELI 031028 300  184000-184500   10      89.07  755.5    103.73     5.70     5.70
TERREADELI 031028 300  184500-185000   10      89.20  755.6    103.93     5.90     5.90
TERREADELI 031028 300  185000-185500   10      88.80  755.5    103.47     5.50     5.50
TERREADELI 031028 300  185500-190000   10      89.20  755.4    103.73     5.70     5.70
TERREADELI 031028 300  190000-190500   10      89.47  755.5    104.20     6.20     6.20
TERREADELI 031028 300  190500-191000   10      89.60  755.4    104.27     6.30     6.30
TERREADELI 031028 300  191000-191500   10      88.33  755.4    102.73     4.70     4.70
TERREADELI 031028 300  191500-192000   10      89.20  755.4    103.80     5.80     5.80
TERREADELI 031028 300  192000-192500   10      89.73  755.4    104.40     6.40     6.40
TERREADELI 031028 300  192500-193000   10      89.27  755.4    103.87     5.90     5.90
TERREADELI 031028 300  193000-193500   10      90.40  755.4    105.13     7.20     7.20
TERREADELI 031028 300  193500-194000   10      88.67  755.4    103.13     5.10     5.10
TERREADELI 031028 300  194000-194500   10      90.93  755.4    105.87     7.90     7.90
TERREADELI 031028 300  194500-195000   10      90.40  755.5    105.27     7.30     7.30
TERREADELI 031028 300  195000-195500   10      88.80  755.6    103.53     5.50     5.50
TERREADELI 031028 300  195500-200000   10      90.07  755.6    105.00     7.00     7.00
TERREADELI 031028 300  200000-200500   10      89.00  755.6    103.73     5.70     5.70
TERREADELI 031028 300  200500-201000   10      89.60  755.6    104.40     6.40     6.40
TERREADELI 031028 300  201000-201500   10      89.07  755.6    103.80     5.80     5.80
TERREADELI 031028 300  201500-202000   10      88.27  755.6    102.87     4.90     4.90
TERREADELI 031028 300  202000-202500   10      88.47  755.6    103.13     5.10     5.10
TERREADELI 031028 300  202500-203000   10      89.27  755.7    104.13     6.10     6.10
TERREADELI 031028 300  203000-203500   10      89.87  755.7    104.93     7.00     7.00
TERREADELI 031028 300  203500-204000   10      88.60  755.6    103.27     5.30     5.30
TERREADELI 031028 300  204000-204500   10      89.40  755.7    104.33     6.30     6.30
TERREADELI 031028 300  204500-205000   10      87.87  755.7    102.47     4.40     4.40
TERREADELI 031028 300  205000-205500   10      89.20  755.7    104.07     6.10     6.10
TERREADELI 031028 300  205500-210000   10      89.27  755.7    104.13     6.10     6.10
TERREADELI 031028 300  210000-210500   10      87.73  755.8    102.47     4.40     4.40
TERREADELI 031028 300  210500-211000   10      90.80  755.7    106.00     8.00     8.00
TERREADELI 031028 300  211000-211500   10      88.47  755.8    103.40     5.40     5.40
TERREADELI 031028 300  211500-212000   10      89.80  755.8    104.93     7.00     7.00
TERREADELI 031028 300  212000-212500   10      89.33  755.8    104.33     6.30     6.30
TERREADELI 031028 300  212500-213000   10      88.13  755.8    102.93     4.90     4.90
TERREADELI 031028 300  213000-213500   10      89.27  755.9    104.40     6.40     6.40
TERREADELI 031028 300  213500-214000   10      87.60  755.9    102.47     4.40     4.40
TERREADELI 031028 300  214000-214500   10      88.13  755.9    103.07     5.10     5.10
TERREADELI 031028 300  214500-215000   10      87.33  755.9    102.13     4.10     4.10
TERREADELI 031028 300  215000-215500   10      88.80  755.9    103.87     5.90     5.90
TERREADELI 031028 300  215500-220000   10      89.33  755.8    104.40     6.40     6.40
TERREADELI 031028 300  220000-220500   10      89.73  755.7    104.73     6.70     6.70
TERREADELI 031028 300  220500-221000   10      88.47  755.8    103.33     5.30     5.30
TERREADELI 031028 300  221000-221500   10      88.13  755.8    102.93     4.90     4.90
TERREADELI 031028 300  221500-222000   10      89.20  755.7    104.13     6.10     6.10
TERREADELI 031028 300  222000-222500   10      88.53  755.7    103.27     5.30     5.30
TERREADELI 031028 300  222500-223000   10      89.40  755.7    104.33     6.30     6.30
TERREADELI 031028 300  223000-223500   10      87.93  755.6    102.47     4.40     4.40
TERREADELI 031028 300  223500-224000   10      88.60  755.6    103.27     5.30     5.30
TERREADELI 031028 300  224000-224500   10      88.80  755.6    103.53     5.50     5.50
TERREADELI 031028 300  224500-225000   10      87.47  755.6    102.00     4.00     4.00
TERREADELI 031028 300  225000-225500   10      88.73  755.6    103.47     5.50     5.50
TERREADELI 031028 300  225500-230000   10      87.87  755.6    102.47     4.40     4.40
TERREADELI 031028 300  230000-230500   10      89.20  755.5    103.87     5.90     5.90
TERREADELI 031028 300  230500-231000   10      88.20  755.5    102.67     4.60     4.60
TERREADELI 031028 300  231000-231500   10      89.13  755.5    103.80     5.80     5.80
TERREADELI 031028 300  231500-232000   10      89.73  755.4    104.40     6.40     6.40
TERREADELI 031028 300  232000-232500   10      88.87  755.4    103.40     5.40     5.40
TERREADELI 031028 300  232500-233000   10      89.20  755.4    103.80     5.80     5.80
TERREADELI 031028 300  233000-233500   10      89.20  755.4    103.80     5.80     5.80
TERREADELI 031028 300  233500-234000   10      88.33  755.4    102.73     4.70     4.70
TERREADELI 031028 300  234000-234500   10      88.40  755.5    103.00     5.00     5.00
TERREADELI 031028 300  234500-235000   10      88.60  755.4    103.13     5.10     5.10
TERREADELI 031028 300  235000-235500   10      89.87  755.4    104.60     6.60     6.60
TERREADELI 031028 300  235500-240000   10      88.87  755.4    103.40     5.40     5.40
TERREADELI 031029 300  000000-000500   10      88.33  755.4    102.73     4.70     4.70
TERREADELI 031029 300  000500-001000   10      87.33  755.4    101.60     3.60     3.60
TERREADELI 031029 300  001000-001500   10      88.60  755.4    103.07     5.10     5.10
TERREADELI 031029 300  001500-002000   10      89.27  755.4    103.87     5.90     5.90
TERREADELI 031029 300  002000-002500   10      88.20  755.4    102.60     4.60     4.60
TERREADELI 031029 300  002500-003000   10      88.20  755.3    102.47     4.40     4.40
TERREADELI 031029 300  003000-003500   10      90.53  755.3    105.27     7.30     7.30
TERREADELI 031029 300  003500-004000   10      89.93  755.3    104.53     6.50     6.50
TERREADELI 031029 300  004000-004500   10      90.33  755.3    105.00     7.00     7.00
TERREADELI 031029 300  004500-005000   10      89.47  755.3    104.00     6.00     6.00
TERREADELI 031029 300  005000-005500   10      89.27  755.4    103.87     5.90     5.90
TERREADELI 031029 300  005500-010000   10      88.33  755.4    102.80     4.80     4.80
TERREADELI 031029 300  010000-010500   10      88.47  755.4    102.87     4.90     4.90
TERREADELI 031029 300  010500-011000   10      88.00  755.4    102.33     4.30     4.30
TERREADELI 031029 300  011000-011500   10      88.80  755.4    103.33     5.30     5.30
TERREADELI 031029 300  011500-012000   10      89.07  755.3    103.53     5.50     5.50
TERREADELI 031029 300  012000-012500   10      88.27  755.3    102.60     4.60     4.60
TERREADELI 031029 300  012500-013000   10      86.67  755.3    100.67     2.60     2.60
TERREADELI 031029 300  013000-013500   10      89.60  755.3    104.13     6.10     6.10
TERREADELI 031029 300  013500-014000   10      87.73  755.2    101.87     3.80     3.80
TERREADELI 031029 300  014000-014500   10      89.27  755.3    103.73     5.70     5.70
TERREADELI 031029 300  014500-015000   10      88.00  755.3    102.27     4.20     4.20
TERREADELI 031029 300  015000-015500   10      89.73  755.2    104.13     6.10     6.10
TERREADELI 031029 300  015500-020000   10      89.67  755.2    104.13     6.10     6.10
TERREADELI 031029 300  020000-020500   10      88.80  755.1    103.07     5.10     5.10
TERREADELI 031029 300  020500-021000   10      88.13  755.1    102.27     4.20     4.20
TERREADELI 031029 300  021000-021500   10      89.07  755.0    103.27     5.30     5.30
TERREADELI 031029 300  021500-022000   10      88.53  755.0    102.60     4.60     4.60
TERREADELI 031029 300  022000-022500   10      88.47  755.0    102.53     4.50     4.50
TERREADELI 031029 300  022500-023000   10      89.80  755.0    104.13     6.10     6.10
TERREADELI 031029 300  023000-023500   10      88.13  755.0    102.13     4.10     4.10
TERREADELI 031029 300  023500-024000   10      88.80  755.0    102.93     4.90     4.90
TERREADELI 031029 300  024000-024500   10      89.07  755.0    103.27     5.30     5.30
TERREADELI 031029 300  024500-025000   10      90.13  755.0    104.53     6.50     6.50
TERREADELI 031029 300  025000-025500   10      88.87  755.1    103.07     5.10     5.10
TERREADELI 031029 300  025500-030000   10      88.07  755.1    102.13     4.10     4.10
TERREADELI 031029 300  030000-030500   10      88.47  755.1    102.60     4.60     4.60
TERREADELI 031029 300  030500-031000   10      88.67  755.1    102.80     4.80     4.80
TERREADELI 031029 300  031000-031500   10      88.53  755.0    102.60     4.60     4.60
TERREADELI 031029 300  031500-032000   10      89.33  755.0    103.53     5.50     5.50
TERREADELI 031029 300  032000-032500   10      87.93  755.0    101.93     3.90     3.90
TERREADELI 031029 300  032500-033000   10      90.27  755.0    104.60     6.60     6.60
TERREADELI 031029 300  033000-033500   10      89.27  754.9    103.40     5.40     5.40
TERREADELI 031029 300  033500-034000   10      88.60  755.0    102.67     4.60     4.60
TERREADELI 031029 300  034000-034500   10      88.40  755.0    102.47     4.40     4.40
TERREADELI 031029 300  034500-035000   10      87.87  754.9    101.73     3.70     3.70
TERREADELI 031029 300  035000-035500   10      87.80  754.9    101.60     3.60     3.60
TERREADELI 031029 300  035500-040000   10      86.93  754.9    100.60     2.50     2.50
TERREADELI 031029 300  040000-040500   10      88.07  754.9    102.00     4.00     4.00
TERREADELI 031029 300  040500-041000   10      89.20  754.9    103.33     5.30     5.30
TERREADELI 031029 300  041000-041500   10      86.20  754.9     99.80     1.70     1.70
TERREADELI 031029 300  041500-042000   10      88.07  754.9    102.00     4.00     4.00
TERREADELI 031029 300  042000-042500   10      87.87  754.9    101.73     3.70     3.70
TERREADELI 031029 300  042500-043000   10      86.73  754.9    100.40     2.30     2.30
TERREADELI 031029 300  043000-043500   10      88.07  754.9    102.00     4.00     4.00
TERREADELI 031029 300  043500-044000   10      88.40  755.0    102.40     4.40     4.40
TERREADELI 031029 300  044000-044500   10      87.73  755.0    101.67     3.60     3.60
TERREADELI 031029 300  044500-045000   10      87.40  755.0    101.33     3.30     3.30
TERREADELI 031029 300  045000-045500   10      88.47  755.0    102.47     4.40     4.40
TERREADELI 031029 300  045500-050000   10      88.07  755.0    102.07     4.00     4.00
TERREADELI 031029 300  050000-050500   10      86.93  755.0    100.73     2.70     2.70
TERREADELI 031029 300  050500-051000   10      89.27  754.9    103.33     5.30     5.30
TERREADELI 031029 300  051000-051500   10      88.33  754.9    102.33     4.30     4.30
TERREADELI 031029 300  051500-052000   10      88.07  754.8    101.87     3.80     3.80
TERREADELI 031029 300  052000-052500   10      88.80  754.8    102.73     4.70     4.70
TERREADELI 031029 300  052500-053000   10      87.00  754.8    100.67     2.60     2.60
TERREADELI 031029 300  053000-053500   10      88.20  754.8    102.00     4.00     4.00
TERREADELI 031029 300  053500-054000   10      87.07  754.8    100.73     2.70     2.70
TERREADELI 031029 300  054000-054500   10      86.20  754.7     99.60     1.50     1.50
TERREADELI 031029 300  054500-055000   10      87.27  754.7    100.87     2.80     2.80
TERREADELI 031029 300  055000-055500   10      86.93  754.7    100.47     2.40     2.40
TERREADELI 031029 300  055500-060000   10      87.20  754.6    100.67     2.60     2.60
TERREADELI 031029 300  060000-060500   10      87.73  754.6    101.27     3.20     3.20
TERREADELI 031029 300  060500-061000   10      87.00  754.7    100.53     2.50     2.50
TERREADELI 031029 300  061000-061500   10      86.60  754.7    100.07     2.00     2.00
TERREADELI 031029 300  061500-062000   10      88.00  754.7    101.67     3.60     3.60
TERREADELI 031029 300  062000-062500   10      86.93  754.7    100.47     2.40     2.40
TERREADELI 031029 300  062500-063000   10      87.20  754.6    100.67     2.60     2.60
TERREADELI 031029 300  063000-063500   10      83.13  754.6     95.93    -2.20    -9999
TERREADELI 031029 300  063500-064000   10      81.80  754.6     94.40    -3.80    -9999
TERREADELI 031029 300  064000-064500   10      83.13  754.6     96.00    -2.20    -9999
TERREADELI 031029 300  064500-065000   10      82.93  754.6     95.73    -2.40    -9999
TERREADELI 031029 300  065000-065500   10      85.20  754.6     98.40     0.30    -9999
TERREADELI 031029 300  065500-070000   10      86.80  754.6    100.13     2.10    -9999
TERREADELI 031029 300  070000-070500   10      84.93  754.6     98.07     0.00    -9999
TERREADELI 031029 300  070500-071000   10      84.27  754.5     97.20    -0.90    -9999
TERREADELI 031029 300  071000-071500   10      84.73  754.5     97.73    -0.40    -9999
TERREADELI 031029 300  071500-072000   10      86.13  754.5     99.33     1.20    -9999
TERREADELI 031029 300  072000-072500   10      86.33  754.5     99.53     1.40    -9999
TERREADELI 031029 300  072500-073000   10      85.87  754.5     99.00     0.90    -9999
TERREADELI 031029 300  073000-073500   10      86.13  754.4     99.27     1.20    -9999
TERREADELI 031029 300  073500-074000   10      85.33  754.4     98.33     0.20    -9999
TERREADELI 031029 300  074000-074500   10      85.13  754.4     98.07     0.00    -9999
TERREADELI 031029 300  074500-075000   10      86.07  754.4     99.13     1.00    -9999
TERREADELI 031029 300  075000-075500   10      84.60  754.4     97.47    -0.70    -9999
TERREADELI 031029 300  075500-080000   10      83.73  754.3     96.33    -1.80    -9999
TERREADELI 031029 300  080000-080500   10      83.73  754.3     96.40    -1.70    -9999
TERREADELI 031029 300  080500-081000   10      84.20  754.3     96.93    -1.20    -9999
