BARENSBURG LATITUDE    78.12     LONGITUDE     14.42     ALTITUDE    0 M
BARENSBURG INSTRUMENT   6NM64    NEUTRON MONITOR     	
BARENSBURG STANDARD PRESSURE    974     mb     COEFFICIENT   -0.72     % / mb
BARENSBURG 031029 300  093500-094000   00      46.55  993.7     53.63    -2.20    -9999
BARENSBURG 031029 300  094000-094500   00      46.53  993.7     53.63    -2.20    -9999
BARENSBURG 031029 300  094500-095000   00      46.97  993.8     54.15    -1.30    -9999
BARENSBURG 031029 300  095000-095500   00      47.12  993.8     54.34    -0.90    -9999
BARENSBURG 031029 300  095500-100000   00      45.53  993.9     52.53    -4.20    -9999
BARENSBURG 031029 300  100000-100500   00      46.20  993.9     53.33    -2.80    -9999
BARENSBURG 031029 300  100500-101000   00      46.99  994.0     54.26    -1.10    -9999
BARENSBURG 031029 300  101000-101500   00      47.49  994.0     54.86     0.00    -9999
BARENSBURG 031029 300  101500-102000   00      45.53  994.1     52.61    -4.10    -9999
BARENSBURG 031029 300  102000-102500   00      46.50  994.2     53.76    -2.00    -9999
BARENSBURG 031029 300  102500-103000   00      46.06  994.2     53.28    -2.90    -9999
BARENSBURG 031029 300  103000-103500   00      45.62  994.3     52.79    -3.80    -9999
BARENSBURG 031029 300  103500-104000   00      45.45  994.3     52.62    -4.10    -9999
BARENSBURG 031029 300  104000-104500   00      46.02  994.4     53.30    -2.80    -9999
BARENSBURG 031029 300  104500-105000   00      45.13  994.4     52.29    -4.70    -9999
BARENSBURG 031029 300  105000-105500   00      45.47  994.5     52.70    -3.90    -9999
BARENSBURG 031029 300  105500-110000   00      45.85  994.6     53.17    -3.10    -9999
BARENSBURG 031029 300  110000-110500   00      44.18  994.6     51.25    -6.60    -9999
BARENSBURG 031029 300  110500-111000   00      45.70  994.6     53.00    -3.40    -9999
BARENSBURG 031029 300  111000-111500   00      44.57  994.6     51.70    -5.70    -9999
BARENSBURG 031029 300  111500-112000   00      43.16  994.6     50.06    -8.70    -9999
BARENSBURG 031029 300  112000-112500   00      43.48  994.6     50.44    -8.00    -9999
BARENSBURG 031029 300  112500-113000   00      42.34  994.6     49.12   -10.40    -9999
BARENSBURG 031029 300  113000-113500   00      42.12  994.6     48.86   -10.90    -9999
BARENSBURG 031029 300  113500-114000   00      41.82  994.6     48.50   -11.60    -9999
BARENSBURG 031029 300  114000-114500   00      40.23  994.6     46.66   -14.90    -9999
BARENSBURG 031029 300  114500-115000   00      42.48  994.6     49.27   -10.20    -9999
BARENSBURG 031029 300  115000-115500   00      42.26  994.6     49.01   -10.60    -9999
BARENSBURG 031029 300  115500-120000   00      40.97  994.6     47.53   -13.30    -9999
BARENSBURG 031029 3600 120000-130000   00      40.19  995.1     46.79   -14.70    -9999
BARENSBURG 031029 3600 130000-140000   00      38.44  995.6     44.91   -18.10    -9999
BARENSBURG 031029 3600 140000-150000   00      37.53  995.9     43.94   -19.90    -9999
BARENSBURG 031029 3600 150000-160000   00      36.94  996.4     43.41   -20.90    -9999
BARENSBURG 031029 3600 160000-170000   00      37.42  996.8     44.10   -19.60    -9999
BARENSBURG 031029 3600 170000-180000   00      36.70  997.1     43.34   -21.00    -9999
BARENSBURG 031029 3600 180000-190000   00      37.19  997.5     44.04   -19.70    -9999
BARENSBURG 031029 3600 190000-200000   00      38.08  998.0     45.27   -17.50    -9999
BARENSBURG 031029 3600 200000-210000   00      37.13  998.6     44.32   -19.20    -9999
BARENSBURG 031029 3600 210000-220000   00      37.62  999.2     45.10   -17.80    -9999
BARENSBURG 031029 3600 220000-230000   00      39.72  999.8     47.82   -12.80    -9999
BARENSBURG 031029 3600 230000-240000   00      39.57 1000.0     47.71   -13.00    -9999
*
COMMENT    THE CLOCK IS SUPPORTIG BY GPS.	
COMMENT    PRE-INCREASE LEVEL CORRECTED (I.USOSKIN)	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-03 12:51:18 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE65/C065BRBG_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
